Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
CRAFT,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,22211,MW33,3511Н,55.0,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,ISO,3511Н [ISO] 22211 MW33,,,,,,22211,unchanged,,,22211 MW33 (CRAFT),OK
CRAFT,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,22210,MW33,3510Н,50.0,90.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,ISO,3510Н [ISO] 22210 MW33,,,,,,22210,unchanged,,,22210 MW33 (CRAFT),OK
CRAFT,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,22209,MW33,3509Н,45.0,85.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,ISO,3509Н [ISO] 22209 MW33,,,,,,22209,unchanged,,,22209 MW33 (CRAFT),OK
CRAFT,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30206,,7206,30.0,62.0,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,ISO,7206 [ISO] 30206,,,,,,30206,unchanged,,,30206 (CRAFT),OK
CRAFT,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30205,,7205,25.0,52.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,,,,ISO,7205 [ISO] 30205,,,,,,30205,unchanged,,,30205 (CRAFT),OK
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,624,/P6,6-24,4.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,ISO,6-24 [ISO] 624/P6,,,,,,624,unchanged,,,624/P6 (SKF),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,220,,8,100.0,180.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,,,ГОСТ,220,,,,,,220,unchanged,,,220 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,219,,6219,95.0,170.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,ГОСТ,219,,,,,,219,unchanged,,,219 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,218,,6218,90.0,160.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,ГОСТ,218,,,,,,218,unchanged,,,218 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,411,,6411,55.0,140.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,ГОСТ,411,,,,,,411,unchanged,,,411 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,410,,6410,50.0,130.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,ГОСТ,410,,,,,,410,unchanged,,,410 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,318,,6318,90.0,190.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,ГОСТ,318,,,,,,318,unchanged,,,318 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,317,,6317,85.0,180.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,,,ГОСТ,317,,,,,,317,unchanged,,,317 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31312,,27312,60.0,130.0,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,ISO,27312 [ISO] 31312,,,,,,31312,unchanged,,,31312 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31308,,27308,40.0,90.0,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,ISO,27308 [ISO] 31308,,,,,,31308,unchanged,,,31308 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32218,,7718,90.0,160.0,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,,,,ISO,7718 [ISO] 32218,,,,,,32218,unchanged,,,32218 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,7706,,302/28,28.0,58.0,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,,,,ГОСТ,7706,,,,,,7706,unchanged,,,7706 (ГПЗ-300),OK
CRAFT,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,22214,MW33,3514Н,70.0,125.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,ISO,3514Н [ISO] 22214 MW33,,,,,,22214,unchanged,,,22214 MW33 (CRAFT),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,311,,6311,55.0,120.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,ГОСТ,311,,,,,,311,unchanged,,,311 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,303,,6303,17.0,47.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,ГОСТ,303,,,,,,303,unchanged,,,303 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,226,,6226,130.0,230.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,ГОСТ,226,,,,,,226,unchanged,,,226 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32315,,7615,75.0,160.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,,,,ISO,7615 [ISO] 32315,,,,,,32315,unchanged,,,32315 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32314,,7614,70.0,150.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,,,,ISO,7614 [ISO] 32314,,,,,,32314,unchanged,,,32314 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32313,,7613,65.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,ISO,7613 [ISO] 32313,,,,,,32313,unchanged,,,32313 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32312,,7612,60.0,130.0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,ISO,7612 [ISO] 32312,,,,,,32312,unchanged,,,32312 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32311,,7611,55.0,120.0,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,ISO,7611 [ISO] 32311,,,,,,32311,unchanged,,,32311 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32310,,7610,50.0,110.0,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,ISO,7610 [ISO] 32310,,,,,,32310,unchanged,,,32310 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32309,,7609,45.0,100.0,38.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,ISO,7609 [ISO] 32309,,,,,,32309,unchanged,,,32309 (ГПЗ-300),OK
ГПЗ-300,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32308,,7608,40.0,90.0,35.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,ISO,7608 [ISO] 32308,,,,,,32308,unchanged,,,32308 (ГПЗ-300),OK
CRAFT,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,22215,MW33,3515Н,75.0,130.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,ISO,3515Н [ISO] 22215 MW33,,,,,,22215,unchanged,,,22215 MW33 (CRAFT),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,312,,6312,60.0,130.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,ГОСТ,312,,,,,,312,unchanged,,,312 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,211,,6211,55.0,100.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,ГОСТ,211,,,,,,211,unchanged,,,211 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,209,,6209,45.0,85.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,ГОСТ,209,,,,,,209,unchanged,,,209 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,208,,6208,40.0,80.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,ГОСТ,208,,,,,,208,unchanged,,,208 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,207,,6207,35.0,72.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,,,ГОСТ,207,,,,,,207,unchanged,,,207 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,206,,6206,30.0,62.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,,,,ГОСТ,206,,,,,,206,unchanged,,,206 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,205,,6205,25.0,52.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,,,,ГОСТ,205,,,,,,205,unchanged,,,205 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,204,,6204,20.0,47.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,,,,ГОСТ,204,,,,,,204,unchanged,,,204 (ГПЗ-300),OK
ГПЗ-300,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,115,,2324,75.0,115.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,ГОСТ,115,,,,,,115,unchanged,,,115 (ГПЗ-300),OK
